M,6,76,18
M,6,77,12
M,6,80,8
M,6,87,23
M,6,88,1
M,6,92,2
M,6,93,9
M,6,94,24
M,6,97,18
M,6,98,1
M,7,1,17
M,7,5,22
M,7,6,2
M,7,10,16
M,7,13,1
M,7,15,22
M,7,16,19
M,7,22,17
M,7,23,6
M,7,24,3
M,7,28,11
M,7,31,20
M,7,33,10
M,7,38,4
M,7,41,9
M,7,42,21
M,7,55,2
M,7,56,13
M,7,57,23
M,7,60,24
M,7,66,18
M,7,68,5
M,7,70,18
M,7,75,16
M,7,76,25
M,7,78,4
M,7,79,7
M,7,83,7
M,7,84,21
M,7,86,20
M,7,89,24
M,7,91,7
M,7,92,2
M,7,95,7
M,7,96,25
M,7,98,21
M,7,99,11
M,8,2,21
M,8,3,14
M,8,4,19
M,8,8,10
M,8,11,5
M,8,14,9
M,8,15,18
M,8,16,6
M,8,21,15
M,8,23,4
M,8,24,4
M,8,25,2
M,8,27,17
M,8,32,15
M,8,34,5
M,8,37,1
M,8,38,18
M,8,39,6
M,8,46,2
M,8,47,8
M,8,50,15
M,8,53,25
M,8,55,6
M,8,57,21
M,8,59,15
M,8,64,10
M,8,68,5
M,8,70,6
M,8,73,1
M,8,74,8
M,8,77,4
M,8,80,7
M,8,81,10
M,8,82,23
M,8,85,3
M,8,88,8
M,8,94,6
M,8,96,3
M,8,97,22
M,9,2,9
M,9,3,21
M,9,10,10
M,9,11,2
M,9,16,23
M,9,19,17
M,9,30,16
M,9,31,5
M,9,33,3
M,9,37,11
M,9,38,24
M,9,42,8
M,9,49,17
M,9,52,19
M,9,56,22
M,9,57,23
M,9,59,3
M,9,64,20
M,9,65,13
M,9,73,1
M,9,74,5
M,9,75,25
M,9,77,21
M,9,78,22
M,9,81,10
M,9,82,11
M,9,84,3
M,9,85,4
M,9,87,1
M,9,91,2
M,9,97,20
M,10,1,1
M,10,14,25
M,10,15,12
M,10,21,22
M,10,28,8
M,10,32,3
M,10,33,15
M,10,36,3
M,10,44,23
M,10,48,16
M,10,51,5
M,10,54,7
M,10,55,3
M,10,59,3
M,10,60,2
M,10,65,20
M,10,66,1
M,10,71,11
M,10,75,12
M,10,83,18
M,10,85,23
M,10,92,20
M,10,97,17
M,11,9,15
M,11,15,19
M,11,17,7
M,11,19,15
M,11,24,3
M,11,26,18
M,11,29,18
M,11,32,5
M,11,33,17
M,11,34,24
M,11,40,7
M,11,50,5
M,11,53,25
M,11,56,18
M,11,58,8
M,11,59,3
M,11,62,24
M,11,64,4
M,11,65,10
M,11,69,25
M,11,71,7
M,11,73,22
M,11,76,9
M,11,79,15
M,11,81,3
M,11,83,24
M,11,85,2
M,11,86,24
M,11,95,6
M,11,98,12
M,12,1,7
M,12,3,20
M,12,6,18
M,12,7,20
M,12,9,11
M,12,10,1
M,12,12,15
M,12,15,25
M,12,18,9
M,12,19,25
M,12,20,13
M,12,25,2
M,12,29,14
M,12,30,1
M,12,32,12
M,12,38,20
M,12,39,12
M,12,42,16
M,12,46,4
M,12,48,3
M,12,52,11
M,12,53,20
M,12,54,15
M,12,55,21
M,12,57,8
M,12,59,12
M,12,64,3
M,12,70,9
M,12,76,5
M,12,78,19
M,12,80,9
M,12,83,25
M,12,84,10
M,12,87,25
M,12,90,15
M,12,91,9
M,12,92,21
M,12,94,15
M,12,95,22
M,13,2,8
M,13,4,5
M,13,5,18
M,13,7,25
M,13,12,25
M,13,15,5
M,13,20,13
M,13,22,22
M,13,23,12
M,13,28,24
M,13,30,22
M,13,32,2
M,13,35,25
M,13,36,18
M,13,42,15
M,13,45,13
M,13,47,19
M,13,53,4
M,13,54,25
M,13,55,17
M,13,60,22
M,13,62,14
M,13,66,24
M,13,70,15
M,13,71,7
M,13,73,2
M,13,74,24
M,13,75,3
M,13,79,14
M,13,80,19
M,13,84,11
M,13,85,7
M,13,87,5
M,13,89,12
M,13,91,24
M,13,93,4
M,13,97,25
M,13,98,6
M,13,99,25
M,14,5,4
M,14,8,19
M,14,9,10
M,14,14,12
M,14,16,6
M,14,19,14
M,14,22,11
M,14,27,4
M,14,32,25
M,14,35,4
M,14,37,7
M,14,41,8
M,14,42,12
M,14,43,21
M,14,47,16
M,14,50,7
M,14,51,11
M,14,58,19
M,14,68,13
M,14,69,20
M,14,73,14
M,14,74,20
M,14,81,13
M,14,84,8
M,14,87,19
M,14,88,18
M,14,93,22
M,14,95,25
M,14,97,6
M,15,5,5
M,15,9,13
M,15,10,16
M,15,13,8
M,15,15,4
M,15,16,11
M,15,19,2
M,15,20,14
M,15,22,19
M,15,25,15
M,15,29,5
M,15,32,5
M,15,33,2
M,15,35,24
M,15,44,7
M,15,47,7
M,15,49,12
M,15,56,10
M,15,58,21
M,15,63,19
M,15,67,6
M,15,73,4
M,15,74,12
M,15,86,3
M,15,89,20
M,15,92,24
M,15,93,19
M,16,4,4
M,16,7,7
M,16,14,8
M,16,19,4
M,16,20,23
M,16,22,8
M,16,23,10
M,16,24,19
M,16,26,10
M,16,27,2
M,16,33,20
M,16,39,12
M,16,43,1
M,16,46,7
M,16,49,2
M,16,52,15
M,16,53,25
M,16,54,5
M,16,57,21
M,16,63,19
M,16,64,5
M,16,65,9
M,16,71,9
M,16,75,6
M,16,76,15
M,16,77,23
M,16,78,15
M,16,88,6
M,16,90,12
M,16,91,19
M,16,92,3
M,16,96,16
M,16,99,17
M,17,3,5
M,17,4,2
M,17,6,13
M,17,8,1
M,17,12,5
M,17,13,5
M,17,14,6
M,17,15,16
M,17,16,11
M,17,17,1
M,17,21,25
M,17,23,9
M,17,24,25
M,17,27,21
M,17,30,16
M,17,31,19
M,17,32,3
M,17,34,5
M,17,36,8
M,17,37,3
M,17,39,21
M,17,44,19
M,17,45,23
M,17,47,8
M,17,48,25
M,17,49,8
M,17,53,20
M,17,62,16
M,17,65,8
M,17,66,3
M,17,71,1
M,17,72,16
M,17,73,20
M,17,74,24
M,17,79,21
M,17,80,20
M,17,86,25
M,17,90,16
M,17,93,21
M,17,96,3
M,17,98,1
M,18,6,21
M,18,9,17
M,18,12,24
M,18,13,17
M,18,16,11
M,18,21,1
M,18,24,25
M,18,25,25
M,18,26,1
M,18,30,2
M,18,31,19
M,18,35,3
M,18,40,3
M,18,45,2
M,18,51,23
M,18,53,21
M,18,54,10
M,18,55,5
M,18,57,15
M,18,59,18
M,18,61,3
M,18,63,6
M,18,68,4
M,18,69,21
M,18,70,20
M,18,71,20
M,18,72,13
M,18,84,3
M,18,92,12
M,19,4,2
M,19,10,21
M,19,19,13
M,19,23,3
M,19,24,20
M,19,26,8
M,19,27,3
M,19,29,14
M,19,34,3
M,19,36,3
M,19,41,15
M,19,42,12
M,19,45,2
M,19,49,13
M,19,53,22
M,19,54,7
M,19,55,18
M,19,56,3
M,19,57,21
M,19,58,13
M,19,62,14
M,19,69,17
M,19,70,13
M,19,71,21
M,19,76,9
M,19,78,5
M,19,84,20
M,19,85,2
M,19,89,3
M,19,90,23
M,19,92,19
M,19,93,23
M,19,96,9
M,19,97,12
M,20,4,5
M,20,6,5
M,20,9,8
M,20,12,3
M,20,14,17
M,20,17,4
M,20,19,7
M,20,20,6
M,20,22,14
M,20,23,11
M,20,24,11
M,20,29,6
M,20,31,6
M,20,36,14
M,20,42,9
M,20,46,24
M,20,47,5
M,20,50,17
M,20,55,16
M,20,57,19
M,20,60,25
M,20,64,2
M,20,65,6
M,20,69,13
M,20,76,25
M,20,81,22
M,20,92,7
M,20,94,24
M,20,97,15
M,20,98,12
M,21,3,25
M,21,5,12
M,21,7,19
M,21,9,7
M,21,10,18
M,21,14,1
M,21,18,18
M,21,19,14
M,21,21,10
M,21,22,9
M,21,27,24
M,21,28,12
M,21,29,25
M,21,31,20
M,21,36,22
M,21,38,1
M,21,39,25
M,21,42,8
M,21,43,21
M,21,45,8
M,21,48,17
M,21,49,14
M,21,54,9
M,21,60,5
M,21,61,20
M,21,62,11
M,21,65,17
M,21,67,4
M,21,68,25
M,21,75,24
M,21,77,13
M,21,79,20
M,21,81,9
M,21,82,23
M,21,84,5
M,21,85,1
M,21,86,12
M,21,87,17
M,21,88,9
M,21,89,25
M,21,90,20
M,21,91,4
M,21,94,2
M,21,98,14
M,22,1,15
M,22,2,9
M,22,3,19
M,22,7,12
M,22,8,23
M,22,17,3
M,22,18,12
M,22,20,2
M,22,22,23
M,22,24,11
M,22,27,13
M,22,29,14
M,22,30,22
M,22,31,11
M,22,35,5
M,22,36,21
M,22,46,3
M,22,50,20
M,22,57,9
M,22,58,1
M,22,62,3
M,22,63,1
M,22,65,22
M,22,67,11
M,22,74,5
M,22,81,16
M,22,83,1
M,22,85,9
M,22,88,3
M,22,89,19
M,22,90,17
M,22,92,21
M,22,94,23
M,22,95,17
M,22,96,9
M,23,5,20
M,23,6,9
M,23,7,25
M,23,8,16
M,23,9,15
M,23,13,16
M,23,17,14
M,23,18,20
M,23,28,19
M,23,29,6
M,23,35,18
M,23,42,9
M,23,43,22
M,23,45,2
M,23,49,12
M,23,50,12
M,23,52,18
M,23,53,21
M,23,57,16
M,23,58,12
M,23,60,13
M,23,62,7
M,23,83,11
M,23,84,19
M,23,85,9
M,23,89,12
M,23,91,12
M,23,96,18
M,24,5,17
M,24,6,4
M,24,9,21
M,24,12,10
M,24,16,9
M,24,18,4
M,24,19,9
M,24,22,17
M,24,24,17
M,24,25,4
M,24,29,3
M,24,38,2
M,24,47,23
M,24,52,10
M,24,54,6
M,24,67,5
M,24,69,5
M,24,76,16
M,24,79,7
M,24,81,7
M,24,82,23
M,24,85,18
M,24,88,3
M,24,89,23
M,24,94,21
M,24,97,1
M,25,3,6
M,25,8,11
M,25,9,5
M,25,21,7
M,25,22,3
M,25,24,16
M,25,29,11
M,25,30,25
M,25,32,13
M,25,33,15
M,25,34,19
M,25,36,15
M,25,39,21
M,25,44,23
M,25,47,24
M,25,49,21
M,25,56,9
M,25,66,16
M,25,67,16
M,25,81,15
M,25,88,11
M,25,91,2
M,26,6,4
M,26,7,20
M,26,8,15
M,26,9,25
M,26,10,23
M,26,23,21
M,26,26,13
M,26,29,15
M,26,31,4
M,26,35,4
M,26,37,22
M,26,39,12
M,26,40,16
M,26,42,11
M,26,43,4
M,26,45,17
M,26,63,9
M,26,67,10
M,26,69,23
M,26,72,23
M,26,75,4
M,26,77,21
M,26,79,16
M,26,80,23
M,26,81,13
M,26,82,10
M,26,85,3
M,26,87,22
M,26,92,18
M,26,93,24
M,26,95,10
M,26,96,19
M,27,3,19
M,27,9,18
M,27,10,24
M,27,16,20
M,27,21,1
M,27,24,8
M,27,32,11
M,27,33,7
M,27,34,10
M,27,39,25
M,27,51,18
M,27,53,8
M,27,56,21
M,27,63,7
M,27,67,22
M,27,68,5
M,27,71,2
M,27,77,11
M,27,79,3
M,27,89,21
M,27,91,14
M,27,96,4
M,28,1,24
M,28,3,10
M,28,4,21
M,28,5,20
M,28,6,6
M,28,8,2
M,28,10,22
M,28,13,3
M,28,14,22
M,28,16,19
M,28,19,21
M,28,20,6
M,28,22,20
M,28,24,9
M,28,25,11
M,28,26,12
M,28,29,12
M,28,30,10
M,28,31,1
M,28,36,18
M,28,38,15
M,28,41,6
M,28,43,3
M,28,45,24
M,28,46,18
M,28,47,19
M,28,48,22
M,28,50,4
M,28,52,1
M,28,56,9
M,28,58,3
M,28,62,20
M,28,66,21
M,28,67,15
M,28,69,10
M,28,72,15
M,28,77,20
M,28,78,3
M,28,79,8
M,28,81,25
M,28,83,4
M,28,90,2
M,28,91,19
M,28,92,4
M,28,94,19
M,29,2,14
M,29,8,17
M,29,10,23
M,29,11,16
M,29,12,2
M,29,16,4
M,29,28,23
M,29,30,11
M,29,35,15
M,29,36,13
M,29,42,17
M,29,44,8
M,29,48,1
M,29,50,5
M,29,53,10
M,29,57,16
M,29,58,22
M,29,60,18
M,29,64,10
M,29,65,23
M,29,66,2
M,29,67,11
M,29,68,15
M,29,69,2
M,29,70,17
M,29,75,12
M,29,76,22
M,29,79,13
M,29,82,11
M,29,83,18
M,29,84,13
M,29,86,7
M,29,87,16
M,29,93,12
M,29,98,1
M,30,1,4
M,30,4,9
M,30,10,5
M,30,11,10
M,30,14,16
M,30,15,2
M,30,17,16
M,30,19,18
M,30,21,10
M,30,27,21
M,30,29,3
M,30,30,4
M,30,38,1
M,30,39,1
M,30,42,20
M,30,46,22
M,30,47,11
M,30,48,20
M,30,49,21
M,30,51,24
M,30,52,4
M,30,53,3
M,30,55,13
M,30,56,5
M,30,59,18
M,30,60,23
M,30,61,23
M,30,62,8
M,30,67,9
M,30,74,2
M,30,77,2
M,30,82,15
M,30,83,16
M,30,84,16
M,30,87,4
M,30,92,22
M,30,93,5
M,30,97,9
M,30,98,18
M,31,4,6
M,31,5,19
M,31,6,16
M,31,9,19
M,31,18,7
M,31,20,21
M,31,23,18
M,31,27,10
M,31,29,5
M,31,32,4
M,31,34,8
M,31,36,2
M,31,38,20
M,31,42,11
M,31,43,23
M,31,44,8
M,31,49,21
M,31,51,24
M,31,53,3
M,31,54,23
M,31,55,9
M,31,57,22
M,31,68,22
M,31,69,14
M,31,77,6
M,31,79,20
M,31,80,13
M,31,85,4
M,31,89,13
M,31,90,14
M,31,92,12
M,31,95,15
M,31,96,5
M,32,4,14
M,32,8,21
M,32,12,21
M,32,14,23
M,32,19,2
M,32,20,5
M,32,22,3
M,32,27,25
M,32,28,3
M,32,31,21
M,32,32,6
M,32,34,14
M,32,35,8
M,32,39,4
M,32,40,1
M,32,41,17
M,32,45,7
M,32,46,18
M,32,52,22
M,32,54,9
M,32,57,17
M,32,59,22
M,32,60,22
M,32,65,8
M,32,68,5
M,32,70,10
M,32,76,22
M,32,79,16
M,32,83,1
M,32,84,21
M,32,86,1
M,32,88,8
M,32,89,13
M,32,90,20
M,32,92,17
M,32,93,1
M,32,94,1
M,32,95,11
M,32,97,12
M,32,99,2
M,33,1,13
M,33,3,13
M,33,14,15
M,33,16,6
M,33,17,5
M,33,19,17
M,33,22,5
M,33,23,22
M,33,26,5
M,33,32,15
M,33,35,13
M,33,38,23
M,33,39,19
M,33,40,23
M,33,41,9
M,33,45,9
M,33,47,21
M,33,50,1
M,33,51,5
M,33,57,23
M,33,59,19
M,33,60,2
M,33,65,18
M,33,72,14
M,33,75,6
M,33,76,8
M,33,80,16
M,33,83,20
M,33,87,18
M,33,89,25
M,33,90,21
M,33,93,14
M,33,96,21
M,34,2,14
M,34,8,25
M,34,11,4
M,34,12,20
M,34,13,14
M,34,14,19
M,34,16,12
M,34,20,23
M,34,22,9
M,34,23,13
M,34,24,10
M,34,26,5
M,34,33,21
M,34,39,23
M,34,42,7
M,34,44,1
M,34,45,9
M,34,47,24
M,34,55,15
M,34,57,21
M,34,58,7
M,34,59,19
M,34,63,7
M,34,64,20
M,34,66,17
M,34,69,20
M,34,73,5
M,34,74,11
M,34,76,8
M,34,80,19
M,34,82,25
M,34,86,6
M,34,87,3
M,34,88,25
M,34,94,2
M,35,1,17
M,35,2,1
M,35,7,15
M,35,9,10
M,35,10,24
M,35,13,21
M,35,14,17
M,35,18,13
M,35,20,25
M,35,22,21
M,35,23,14
M,35,28,9
M,35,29,16
M,35,34,23
M,35,35,20
M,35,37,5
M,35,40,2
M,35,41,17
M,35,42,11
M,35,50,10
M,35,52,11
M,35,55,3
M,35,67,20
M,35,68,18
M,35,70,6
M,35,71,9
M,35,72,4
M,35,79,2
M,35,82,17
M,35,87,18
M,35,88,23
M,35,95,13
M,35,97,17
M,36,4,23
M,36,9,21
M,36,11,20
M,36,12,25
M,36,14,8
M,36,21,13
M,36,23,21
M,36,25,16
M,36,31,17
M,36,32,25
M,36,38,18
M,36,40,9
M,36,41,20
M,36,47,23
M,36,53,1
M,36,55,24
M,36,58,2
M,36,61,24
M,36,67,7
M,36,68,25
M,36,71,11
M,36,78,16
M,36,83,10
M,36,86,7
M,36,87,18
M,36,95,16
M,37,1,12
M,37,4,3
M,37,6,6
M,37,7,12
M,37,9,18
M,37,10,23
M,37,11,17
M,37,16,11
M,37,17,13
M,37,21,6
M,37,24,8
M,37,27,18
M,37,28,2
M,37,31,13
M,37,35,20
M,37,36,19
M,37,37,19
M,37,39,3
M,37,40,6
M,37,41,24
M,37,42,10
M,37,45,18
M,37,46,14
M,37,47,8
M,37,48,10
M,37,56,19
M,37,60,8
M,37,61,16
M,37,62,5
M,37,64,14
M,37,65,22
M,37,66,25
M,37,67,22
M,37,68,10
M,37,72,23
M,37,78,17
M,37,80,24
M,37,87,21
M,37,88,13
M,37,92,3
M,37,93,13
M,37,94,6
M,37,96,21
M,37,98,3
M,37,99,19
M,38,2,12
M,38,4,1
M,38,5,14
M,38,10,22
M,38,18,2
M,38,19,9
M,38,20,17
M,38,21,24
M,38,23,18
M,38,30,24
M,38,32,2
M,38,33,21
M,38,35,19
M,38,36,17
M,38,38,19
M,38,39,2
M,38,40,23
M,38,43,24
M,38,45,12
M,38,48,8
M,38,50,17
M,38,51,20
M,38,53,7
M,38,56,13
M,38,59,17
M,38,64,8
M,38,66,2
M,38,69,6
M,38,75,5
M,38,78,18
M,38,81,17
M,38,82,2
M,38,83,13
M,38,84,17
M,38,85,5
M,38,90,6
M,38,92,13
M,38,94,16
M,38,99,1
M,39,11,15
M,39,13,9
M,39,15,3
M,39,17,1
M,39,26,1
M,39,28,10
M,39,31,19
M,39,34,8
M,39,35,23
M,39,37,24
M,39,40,8
M,39,41,13
M,39,42,7
M,39,43,2
M,39,52,5
M,39,53,23
M,39,59,8
M,39,61,14
M,39,63,1
M,39,66,24
M,39,68,18
M,39,70,16
M,39,78,16
M,39,79,3
M,39,82,10
M,39,88,3
M,39,89,15
M,39,91,4
M,39,93,18
M,39,95,5
M,39,98,12
M,39,99,20
M,40,2,8
M,40,3,13
M,40,6,25
M,40,12,15
M,40,16,25
M,40,25,10
M,40,28,24
M,40,33,24
M,40,35,22
M,40,37,2
M,40,39,4
M,40,42,10
M,40,46,8
M,40,48,12
M,40,49,21
M,40,51,2
M,40,54,19
M,40,57,15
M,40,60,4
M,40,67,16
M,40,68,17
M,40,76,14
M,40,79,3
M,40,82,21
M,40,84,2
M,40,85,20
M,40,86,2
M,40,87,5
M,40,95,22
M,41,1,20
M,41,3,16
M,41,4,14
M,41,5,15
M,41,9,18
M,41,15,7
M,41,27,11
M,41,30,17
M,41,31,23
M,41,32,14
M,41,35,13
M,41,36,14
M,41,37,14
M,41,38,12
M,41,48,4
M,41,50,20
M,41,52,20
M,41,54,12
M,41,55,10
M,41,60,2
M,41,61,4
M,41,64,6
M,41,65,6
M,41,68,3
M,41,70,6
M,41,73,7
M,41,77,8
M,41,79,16
M,41,81,18
M,41,87,11
M,41,89,13
M,41,91,12
M,41,95,21
M,41,99,10
M,42,1,3
M,42,2,21
M,42,6,5
M,42,10,7
M,42,11,3
M,42,17,7
M,42,28,15
M,42,32,12
M,42,39,2
M,42,42,21
M,42,46,14
M,42,47,1
M,42,48,9
M,42,50,16
M,42,52,21
M,42,53,16
M,42,55,11
M,42,56,18
M,42,58,16
M,42,67,4
M,42,68,5
M,42,70,15
M,42,77,4
M,42,79,14
M,42,80,25
M,42,92,16
M,43,8,11
M,43,9,12
M,43,12,19
M,43,13,21
M,43,16,25
M,43,18,15
M,43,34,2
M,43,41,11
M,43,43,1
M,43,45,16
M,43,51,4
M,43,52,14
M,43,53,1
M,43,54,2
M,43,55,13
M,43,57,16
M,43,59,2
M,43,61,18
M,43,63,23
M,43,64,1
M,43,65,1
M,43,75,13
M,43,76,10
M,43,78,5
M,43,79,14
M,43,84,6
M,43,87,4
M,43,91,17
M,43,95,23
M,43,97,6
M,43,98,12
M,44,1,9
M,44,5,1
M,44,6,2
M,44,8,23
M,44,13,6
M,44,14,22
M,44,15,16
M,44,17,9
M,44,18,25
M,44,20,7
M,44,25,21
M,44,28,9
M,44,29,20
M,44,37,9
M,44,38,4
M,44,40,23
M,44,44,21
M,44,45,4
M,44,47,22
M,44,51,4
M,44,52,5
M,44,59,18
M,44,63,22
M,44,64,8
M,44,69,19
M,44,70,24
M,44,74,3
M,44,85,25
M,44,87,18
M,44,90,12
M,44,93,19
M,45,1,15
M,45,2,15
M,45,8,17
M,45,21,2
M,45,25,15
M,45,29,20
M,45,30,3
M,45,31,2
M,45,33,3
M,45,34,2
M,45,37,16
M,45,38,19
M,45,40,24
M,45,44,9
M,45,46,2
M,45,48,16
M,45,51,10
M,45,62,16
M,45,65,21
M,45,67,4
M,45,75,15
M,45,79,2
M,45,83,15
M,45,85,10
M,45,86,1
M,45,88,14
M,45,95,19
M,45,99,14
M,46,3,23
M,46,6,15
M,46,7,25
M,46,14,22
M,46,24,17
M,46,27,6
M,46,34,7
M,46,36,7
M,46,42,23
M,46,53,4
M,46,57,25
M,46,58,5
M,46,60,22
M,46,62,16
M,46,63,23
M,46,68,14
M,46,70,24
M,46,75,14
M,46,77,23
M,46,80,2
M,46,81,14
M,46,83,9
M,46,86,25
M,46,88,4
M,46,94,14
M,46,95,12
M,46,97,22
M,47,1,18
M,47,3,3
M,47,8,17
M,47,12,5
M,47,14,6
M,47,16,10
M,47,17,17
M,47,19,21
M,47,20,14
M,47,22,21
M,47,26,22
M,47,29,15
M,47,31,2
M,47,33,9
M,47,36,19
M,47,42,14
M,47,43,18
M,47,44,8
M,47,46,18
M,47,49,9
M,47,51,11
M,47,58,13
M,47,68,18
M,47,70,17
M,47,72,18
M,47,77,11
M,47,79,4
M,47,83,3
M,47,86,21
M,47,87,21
M,47,89,13
M,47,90,10
M,47,94,16
M,47,95,14
M,48,4,1
M,48,12,19
M,48,16,19
M,48,18,5
M,48,29,4
M,48,31,5
M,48,33,8
M,48,34,9
M,48,36,2
M,48,39,14
M,48,44,4
M,48,51,19
M,48,52,15
M,48,53,13
M,48,58,1
M,48,59,21
M,48,61,12
M,48,69,4
M,48,73,17
M,48,76,8
M,48,77,21
M,48,82,24
M,48,83,17
M,48,85,7
M,48,87,25
M,48,89,15
M,48,90,22
M,48,93,23
M,48,95,19
M,48,96,23
M,48,97,5
M,49,2,1
M,49,7,15
M,49,8,13
M,49,17,11
M,49,18,22
M,49,19,3
M,49,21,9
M,49,23,23
M,49,25,24
M,49,26,4
M,49,29,18
M,49,31,24
M,49,35,5
M,49,38,16
M,49,40,1
M,49,44,12
M,49,46,12
M,49,50,3
M,49,52,19
M,49,55,22
M,49,56,8
M,49,58,7
M,49,59,17
M,49,61,13
M,49,65,9
M,49,66,14
M,49,67,21
M,49,73,24
M,49,76,19
M,49,77,4
M,49,78,19
M,49,79,8
M,49,80,16
M,49,81,6
M,49,84,18
M,49,87,6
M,49,90,4
M,49,94,24
M,49,95,10
M,49,96,3
M,49,97,4
M,50,7,10
M,50,8,20
M,50,10,15
M,50,12,8
M,50,15,11
M,50,16,2
M,50,21,24
M,50,24,12
M,50,31,2
M,50,32,20
M,50,33,18
M,50,36,4
M,50,37,21
M,50,38,1
M,50,41,24
M,50,44,20
M,50,46,23
M,50,50,23
M,50,52,12
M,50,53,20
M,50,56,10
M,50,61,16
M,50,62,11
M,50,63,13
M,50,65,18
M,50,66,5
M,50,67,20
M,50,68,7
M,50,75,6
M,50,78,23
M,50,79,10
M,50,80,9
M,50,84,16
M,50,86,6
M,50,88,5
M,50,90,23
M,50,92,5
M,51,2,6
M,51,8,21
M,51,10,9
M,51,12,25
M,51,13,16
M,51,14,17
M,51,16,25
M,51,18,25
M,51,20,8
M,51,22,8
M,51,27,8
M,51,29,19
M,51,30,22
M,51,31,4
M,51,34,23
M,51,36,3
M,51,38,13
M,51,54,20
M,51,57,20
M,51,58,7
M,51,60,23
M,51,61,4
M,51,67,7
M,51,68,22
M,51,69,22
M,51,75,10
M,51,83,19
M,51,84,2
M,51,86,15
M,51,87,17
M,51,89,16
M,51,92,20
M,51,94,22
M,51,95,2
M,51,96,11
M,51,97,23
M,51,98,21
M,52,1,7
M,52,2,20
M,52,4,12
M,52,6,11
M,52,7,11
M,52,8,8
M,52,13,11
M,52,16,22
M,52,19,7
M,52,25,5
M,52,26,3
M,52,28,15
M,52,36,12
M,52,43,13
M,52,49,7
M,52,53,24
M,52,57,15
M,52,59,13
M,52,65,2
M,52,66,8
M,52,70,7
M,52,71,12
M,52,73,6
M,52,74,15
M,52,75,17
M,52,77,22
M,52,80,12
M,52,82,2
M,52,86,3
M,52,88,25
M,52,90,10
M,52,91,19
M,52,93,3
M,52,99,1
M,53,5,4
M,53,7,6
M,53,13,18
M,53,21,1
M,53,23,9
M,53,25,10
M,53,28,22
M,53,32,16
M,53,39,4
M,53,40,9
M,53,41,18
M,53,44,22
M,53,46,2
M,53,47,4
M,53,48,22
M,53,50,8
M,53,51,3
M,53,53,25
M,53,59,2
M,53,60,4
M,53,63,23
M,53,67,21
M,53,71,9
M,53,77,15
M,53,79,21
M,53,82,1
M,53,83,15
